"Y1","Y2","Y3"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","1"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","1","2"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","1"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"1","2","2"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","1"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","1","2"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","1"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
"2","2","2"
